review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
mudah cocok terima kasih,Positif,"{'classified_text': 'mudah [3] cocok [4] terima kasih [4]', 'tweet_text': ' mudah cocok terima kasih', 'sentence_score': ['mudah [3] cocok [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mudah [3] cocok [4] terima kasih [4], mudah cocok terima kasih,['mudah [3] cocok [4] terima kasih [4]'],4,-1,positif
sudah sering beli ini dan selalu cocok,Netral,"{'classified_text': 'sudah sering beli ini dan selalu cocok [3]', 'tweet_text': ' sudah sering beli ini dan selalu cocok', 'sentence_score': ['sudah sering beli ini dan selalu cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sudah sering beli ini dan selalu cocok [3], sudah sering beli ini dan selalu cocok,['sudah sering beli ini dan selalu cocok [3]'],3,-1,positif
barang datang dengan selamat walau agak lama datang,Netral,"{'classified_text': 'barang datang dengan selamat [4] walau agak lama [-1] datang', 'tweet_text': ' barang datang dengan selamat walau agak lama datang', 'sentence_score': ['barang datang dengan selamat [4] walau agak lama [-1] datang'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang dengan selamat [4] walau agak lama [-1] datang, barang datang dengan selamat walau agak lama datang,['barang datang dengan selamat [4] walau agak lama [-1] datang'],4,-1,positif
packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat resap di kulit enggak ada bau sengat sama sekali moga cocok di kulit aku yang kering tapi bruntusan terima kasih,Positif,"{'classified_text': 'packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] resap di kulit enggak ada bau [-4] sengat sama sekali moga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]', 'tweet_text': ' packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat resap di kulit enggak ada bau sengat sama sekali moga cocok di kulit aku yang kering tapi bruntusan terima kasih', 'sentence_score': ['packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] resap di kulit enggak ada bau [-4] sengat sama sekali moga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] resap di kulit enggak ada bau [-4] sengat sama sekali moga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4], packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat resap di kulit enggak ada bau sengat sama sekali moga cocok di kulit aku yang kering tapi bruntusan terima kasih,['packing nya bagus [5] banget untuk cream dengan harga segitu tekstur ringan cepat [4] resap di kulit enggak ada bau [-4] sengat sama sekali moga cocok [3] di kulit aku yang kering tapi bruntusan terima kasih [4]'],5,-4,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
bahan ringan mudah serap cocok di kulit aku yang jerawat enggak bikin breakout the best pokok,Netral,"{'classified_text': 'bahan ringan mudah [3] serap cocok [3] di kulit aku yang jerawat enggak bikin breakout the best pokok', 'tweet_text': ' bahan ringan mudah serap cocok di kulit aku yang jerawat enggak bikin breakout the best pokok', 'sentence_score': ['bahan ringan mudah [3] serap cocok [3] di kulit aku yang jerawat enggak bikin breakout the best pokok'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan mudah [3] serap cocok [3] di kulit aku yang jerawat enggak bikin breakout the best pokok, bahan ringan mudah serap cocok di kulit aku yang jerawat enggak bikin breakout the best pokok,['bahan ringan mudah [3] serap cocok [3] di kulit aku yang jerawat enggak bikin breakout the best pokok'],3,-1,positif
tipe kulit kombinasi masalah kulit jerawat,Netral,"{'classified_text': 'tipe kulit kombinasi masalah [-4] kulit jerawat', 'tweet_text': ' tipe kulit kombinasi masalah kulit jerawat', 'sentence_score': ['tipe kulit kombinasi masalah [-4] kulit jerawat'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulit kombinasi masalah [-4] kulit jerawat, tipe kulit kombinasi masalah kulit jerawat,['tipe kulit kombinasi masalah [-4] kulit jerawat'],1,-4,negatif
tipe kulit kombinasi,Netral,"{'classified_text': 'tipe kulit kombinasi', 'tweet_text': ' tipe kulit kombinasi', 'sentence_score': ['tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi, tipe kulit kombinasi,['tipe kulit kombinasi'],1,-1,netral
tipe kulit minyak masalah kulit pori besar original terima kasih,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]', 'tweet_text': ' tipe kulit minyak masalah kulit pori besar original terima kasih', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4], tipe kulit minyak masalah kulit pori besar original terima kasih,['tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]'],4,-4,netral
bahan ringan cocok guna,Positif,"{'classified_text': 'bahan ringan cocok [3] guna', 'tweet_text': ' bahan ringan cocok guna', 'sentence_score': ['bahan ringan cocok [3] guna'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan cocok [3] guna, bahan ringan cocok guna,['bahan ringan cocok [3] guna'],3,-1,positif
tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok,Netral,"{'classified_text': 'tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok [3]', 'tweet_text': ' tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok', 'sentence_score': ['tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok [3], tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok,['tipe kulit minyak baru mau coba maka ini tapi belum coba punya teman cocok [3]'],3,-1,positif
barang datang sesuai packing nya aman serta kirim cepat,Netral,"{'classified_text': 'barang datang sesuai [3] packing nya aman [4] serta kirim cepat [4]', 'tweet_text': ' barang datang sesuai packing nya aman serta kirim cepat', 'sentence_score': ['barang datang sesuai [3] packing nya aman [4] serta kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang sesuai [3] packing nya aman [4] serta kirim cepat [4], barang datang sesuai packing nya aman serta kirim cepat,['barang datang sesuai [3] packing nya aman [4] serta kirim cepat [4]'],4,-1,positif
asa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,Netral,"{'classified_text': 'asa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'tweet_text': ' asa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'sentence_score': ['asa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",asa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi, asa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,['asa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi'],4,-1,positif
sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulit kombinasi,Netral,"{'classified_text': 'sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulit kombinasi', 'tweet_text': ' sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulit kombinasi', 'sentence_score': ['sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulit kombinasi, sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulit kombinasi,['sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulit kombinasi'],4,-1,positif
warna cantik banget,Netral,"{'classified_text': 'warna cantik [6] banget', 'tweet_text': ' warna cantik banget', 'sentence_score': ['warna cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",warna cantik [6] banget, warna cantik banget,['warna cantik [6] banget'],6,-1,positif
cocok di tipe kulit kombinasi,Netral,"{'classified_text': 'cocok [3] di tipe kulit kombinasi', 'tweet_text': ' cocok di tipe kulit kombinasi', 'sentence_score': ['cocok [3] di tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] di tipe kulit kombinasi, cocok di tipe kulit kombinasi,['cocok [3] di tipe kulit kombinasi'],3,-1,positif
jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5]', 'tweet_text': ' jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5]'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5], jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana,['jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5]'],4,-5,negatif
jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana baru sekali pakai produk yang ini oke banget pas pakai ke kulit cocok suka sama packing baru,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5] baru sekali pakai produk yang ini oke [4] banget pas pakai ke kulit cocok [3] suka [5] sama packing baru', 'tweet_text': ' jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana baru sekali pakai produk yang ini oke banget pas pakai ke kulit cocok suka sama packing baru', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5] baru sekali pakai produk yang ini oke [4] banget pas pakai ke kulit cocok [3] suka [5] sama packing baru'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5] baru sekali pakai produk yang ini oke [4] banget pas pakai ke kulit cocok [3] suka [5] sama packing baru, jujur agak panik pas lihat dus penyok tapi nyata isi aman meski pas buka dus kemas tutup botol moist nya agak kurang rapet untung isi masih aman enggak luber mana mana baru sekali pakai produk yang ini oke banget pas pakai ke kulit cocok suka sama packing baru,['jujur [3] agak panik [-2] pas lihat dus penyok [-4] tapi nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya agak kurang [-1] rapet untung isi masih aman [4] enggak luber mana [-4] mana [-5] baru sekali pakai produk yang ini oke [4] banget pas pakai ke kulit cocok [3] suka [5] sama packing baru'],5,-5,netral
cocok di kulit minyak kemas lucu,Netral,"{'classified_text': 'cocok [3] di kulit minyak kemas lucu [4]', 'tweet_text': ' cocok di kulit minyak kemas lucu', 'sentence_score': ['cocok [3] di kulit minyak kemas lucu [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] di kulit minyak kemas lucu [4], cocok di kulit minyak kemas lucu,['cocok [3] di kulit minyak kemas lucu [4]'],4,-1,positif
bahan ringan cepat resap terus packaging nya ok banget,Netral,"{'classified_text': 'bahan ringan cepat [4] resap terus packaging nya ok [2] banget', 'tweet_text': ' bahan ringan cepat resap terus packaging nya ok banget', 'sentence_score': ['bahan ringan cepat [4] resap terus packaging nya ok [2] banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan cepat [4] resap terus packaging nya ok [2] banget, bahan ringan cepat resap terus packaging nya ok banget,['bahan ringan cepat [4] resap terus packaging nya ok [2] banget'],4,-1,positif
terima kasih banyak paket sudah sampai dengan selamat,Netral,"{'classified_text': 'terima kasih [4] banyak paket sudah sampai dengan selamat [4]', 'tweet_text': ' terima kasih banyak paket sudah sampai dengan selamat', 'sentence_score': ['terima kasih [4] banyak paket sudah sampai dengan selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] banyak paket sudah sampai dengan selamat [4], terima kasih banyak paket sudah sampai dengan selamat,['terima kasih [4] banyak paket sudah sampai dengan selamat [4]'],4,-1,positif
barang bagus sesuai packing mantap terima kasih,Netral,"{'classified_text': 'barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]', 'tweet_text': ' barang bagus sesuai packing mantap terima kasih', 'sentence_score': ['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4], barang bagus sesuai packing mantap terima kasih,['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'],4,-1,positif
enggak usah tanya lagi memang bagus itu lembab dan bisa bantu pulih skin barier jauh ini moisturizer yang enggak akan ganti lagi,Netral,"{'classified_text': 'enggak usah tanya lagi memang bagus [4] itu lembab dan bisa bantu pulih skin barier jauh [-2] ini moisturizer yang enggak akan ganti lagi', 'tweet_text': ' enggak usah tanya lagi memang bagus itu lembab dan bisa bantu pulih skin barier jauh ini moisturizer yang enggak akan ganti lagi', 'sentence_score': ['enggak usah tanya lagi memang bagus [4] itu lembab dan bisa bantu pulih skin barier jauh [-2] ini moisturizer yang enggak akan ganti lagi'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",enggak usah tanya lagi memang bagus [4] itu lembab dan bisa bantu pulih skin barier jauh [-2] ini moisturizer yang enggak akan ganti lagi, enggak usah tanya lagi memang bagus itu lembab dan bisa bantu pulih skin barier jauh ini moisturizer yang enggak akan ganti lagi,['enggak usah tanya lagi memang bagus [4] itu lembab dan bisa bantu pulih skin barier jauh [-2] ini moisturizer yang enggak akan ganti lagi'],4,-2,positif
